団体コード,団体名,更新日
15164,北海道豊富町,
203840,長野県飯島町,
382051,愛媛県新居浜市,
262072,京都府城陽市,2022/1/12
442011,大分県大分市,
12297,北海道富良野市,2023/1/30
424111,長崎県新上五島町,
23621,青森県大鰐町,
42081,宮城県角田市,
272027,大阪府岸和田市,
131181,東京都荒川区,
124249,千葉県白子町,
82015,茨城県水戸市,
82040,茨城県古河市,
82112,茨城県常総市,
122157,千葉県旭市,2022/3/14
103837,群馬県南牧村,
204463,長野県麻績村,
15521,北海道佐呂間町,
112283,埼玉県志木市,
83411,茨城県東海村,
112101,埼玉県加須市,
302031,和歌山県橋本市,
44229,宮城県大郷町,
75213,福島県三春町,
75426,福島県楢葉町,
73440,福島県天栄村,
124222,千葉県睦沢町,
75035,福島県平田村,
342114,広島県大竹市,
204528,長野県筑北村,
52035,秋田県横手市,2022/6/20
73423,福島県鏡石町,
204021,長野県松川町,
134015,東京都八丈町,
434281,熊本県高森町,
363022,徳島県上勝町,
203505,長野県長和町,
143413,神奈川県大磯町,2023/2/13
292036,奈良県大和郡山市,
15555,北海道遠軽町,
85642,茨城県利根町,
242080,三重県名張市,2021/6/29
174611,石川県穴水町,
294471,奈良県野迫川村,
184811,福井県高浜町,
12076,北海道帯広市,
12092,北海道夕張市,
163210,富山県舟橋村,
122238,千葉県鴨川市,
132039,東京都武蔵野市,
13625,北海道上ノ国町,
131059,東京都文京区,
422126,長崎県西海市,
13960,北海道真狩村,
294411,奈良県吉野町,
174637,石川県能登町,
102024,群馬県高崎市,
24112,青森県六ヶ所村,
44067,宮城県利府町,
41009,宮城県仙台市,2021/3/2
12343,北海道北広島市,
452017,宮崎県宮崎市,
142166,神奈川県座間市,
392111,高知県香南市,
142085,神奈川県逗子市,
402249,福岡県福津市,2020/1/15
472123,沖縄県豊見城市,
194255,山梨県山中湖村,
282197,兵庫県三田市,
142131,神奈川県大和市,
242055,三重県桑名市,2020/5/22
282146,兵庫県宝塚市,
113492,埼玉県ときがわ町,
52043,秋田県大館市,
294021,奈良県明日香村,
112461,埼玉県白岡市,
14371,北海道北竜町,
432105,熊本県菊池市,
454214,宮崎県門川町,
393860,高知県いの町,2021/6/1
403482,福岡県久山町,
373249,香川県小豆島町,
324485,島根県美郷町,
112127,埼玉県東松山市,
62022,山形県米沢市,
262145,京都府木津川市,2022/1/12
15601,北海道滝上町,
162108,富山県南砺市,
112330,埼玉県北本市,
113832,埼玉県神川町,
73032,福島県国見町,
173860,石川県宝達志水町,
472158,沖縄県南城市,
423220,長崎県川棚町,
242161,三重県伊賀市,
143821,神奈川県箱根町,
272167,大阪府河内長野市,
263664,京都府精華町,2022/1/12
82155,茨城県北茨城市,
452068,宮崎県日向市,
393053,高知県北川村,
472018,沖縄県那覇市,2023/2/9
104256,群馬県嬬恋村,
302023,和歌山県海南市,
462039,鹿児島県鹿屋市,
42111,宮城県岩沼市,
113271,埼玉県越生町,
292095,奈良県生駒市,
194298,山梨県鳴沢村,
92151,栃木県那須烏山市,
14231,北海道南幌町,
92142,栃木県さくら市,
292028,奈良県大和高田市,
15130,北海道中頓別町,
152099,新潟県加茂市,
84425,茨城県美浦村,
234419,愛知県阿久比町,
202096,長野県伊那市,
12360,北海道北斗市,
232360,愛知県みよし市,
242039,三重県伊勢市,2020/1/31
153427,新潟県弥彦村,
363219,徳島県佐那河内村,
385069,愛媛県愛南町,
423211,長崎県東彼杵町,
442020,大分県別府市,
82333,茨城県行方市,
24121,青森県おいらせ町,
122289,千葉県四街道市,
43621,宮城県山元町,
131229,東京都葛飾区,
64289,山形県庄内町,
283819,兵庫県稲美町,
152161,新潟県糸魚川市,
74071,福島県磐梯町,
132136,東京都東村山市,
143847,神奈川県湯河原町,
382078,愛媛県大洲市,
465011,鹿児島県中種子町,
293628,奈良県三宅町,
113697,埼玉県東秩父村,
292052,奈良県橿原市,2021/3/31
14303,北海道月形町,
293440,奈良県斑鳩町,
103446,群馬県榛東村,
382132,愛媛県四国中央市,
252093,滋賀県甲賀市,
93432,栃木県茂木町,
43231,宮城県柴田町,
163236,富山県立山町,
292125,奈良県宇陀市,
242152,三重県志摩市,
282065,兵庫県芦屋市,
112062,埼玉県行田市,
102083,群馬県渋川市,2021/10/5
152129,新潟県村上市,
13951,北海道ニセコ町,
336220,岡山県勝央町,
153851,新潟県阿賀町,
204510,長野県朝日村,
162086,富山県砺波市,
204501,長野県山形村,
324418,島根県川本町,
112178,埼玉県鴻巣市,
472115,沖縄県沖縄市,
264652,京都府与謝野町,2022/1/12
16365,北海道清水町,
204111,長野県下條村,
141305,神奈川県川崎市,
254436,滋賀県多賀町,
72087,福島県喜多方市,
43010,宮城県蔵王町,
173657,石川県内灘町,
24457,青森県南部町,
212105,岐阜県恵那市,
23019,青森県平内町,
422045,長崎県諫早市,
203068,長野県南相木村,
12068,北海道釧路市,
222062,静岡県三島市,
264075,京都府京丹波町,2022/1/12
13714,北海道せたな町,
113417,埼玉県滑川町,
13340,北海道木古内町,
12301,北海道登別市,2022/8/30
223441,静岡県小山町,
162043,富山県魚津市,
13617,北海道江差町,
142034,神奈川県平塚市,
92100,栃木県大田原市,
132217,東京都清瀬市,2021/3/17
352080,山口県岩国市,2022/12/27
33022,岩手県葛巻町,
294250,奈良県王寺町,
222119,静岡県磐田市,
272141,大阪府富田林市,2020/11/19
412082,佐賀県小城市,
323861,島根県飯南町,
52124,秋田県大仙市,
272108,大阪府枚方市,
302040,和歌山県有田市,
242144,三重県いなべ市,
204102,長野県根羽村,
253847,滋賀県竜王町,2022/3/17
324493,島根県邑南町,
434035,熊本県大津町,
432156,熊本県天草市,
422134,長崎県雲仙市,
212032,岐阜県高山市,2022/8/30
42099,宮城県多賀城市,
224618,静岡県森町,
204099,長野県平谷村,
62065,山形県寒河江市,
261009,京都府京都市,2022/1/12
12122,北海道留萌市,
105210,群馬県板倉町,
112011,埼玉県川越市,
72117,福島県田村市,
406210,福岡県苅田町,
102059,群馬県太田市,
15857,北海道安平町,
222267,静岡県牧之原市,
104281,群馬県高山村,
332143,岡山県真庭市,
402052,福岡県飯塚市,2021/2/9
272213,大阪府柏原市,
112372,埼玉県三郷市,
252069,滋賀県草津市,2022/3/2
262129,京都府京丹後市,2022/1/12
294501,奈良県下北山村,
152226,新潟県上越市,
73016,福島県桑折町,
232050,愛知県半田市,
222151,静岡県御殿場市,
472107,沖縄県糸満市,
182087,福井県あわら市,
124265,千葉県長柄町,
362034,徳島県小松島市,
124435,千葉県御宿町,
452076,宮崎県串間市,
382019,愛媛県松山市,
22047,青森県黒石市,
182052,福井県大野市,
16632,北海道浜中町,
154059,新潟県出雲崎町,
292061,奈良県桜井市,
403822,福岡県水巻町,
172031,石川県小松市,
24236,青森県大間町,
412040,佐賀県多久市,
342157,広島県江田島市,
401307,福岡県福岡市,
202142,長野県茅野市,2023/3/1
192091,山梨県北杜市,
373222,香川県土庄町,2021/6/29
232220,愛知県東海市,2020/1/16
62090,山形県長井市,
24414,青森県三戸町,
22012,青森県青森市,
262048,京都府宇治市,2022/1/12
233021,愛知県東郷町,
203238,長野県御代田町,
113620,埼玉県皆野町,
364011,徳島県松茂町,
252107,滋賀県野洲市,
82244,茨城県守谷市,
132071,東京都昭島市,
232378,愛知県あま市,
23035,青森県今別町,
394106,高知県日高村,
15865,北海道むかわ町,
363871,徳島県美波町,
122076,千葉県松戸市,
82279,茨城県筑西市,
332020,岡山県倉敷市,
232211,愛知県新城市,2020/12/14
62049,山形県酒田市,
402231,福岡県古賀市,
243418,三重県菰野町,
75043,福島県浅川町,
142051,神奈川県藤沢市,
392049,高知県南国市,
222194,静岡県下田市,
122131,千葉県東金市,
222054,静岡県熱海市,
32077,岩手県久慈市,
336637,岡山県久米南町,
12165,北海道芦別市,
24066,青森県横浜町,
403831,福岡県岡垣町,
111007,埼玉県さいたま市,
12157,北海道美唄市,
336661,岡山県美咲町,
245623,三重県紀宝町,
122084,千葉県野田市,
406058,福岡県川崎町,
302015,和歌山県和歌山市,
74667,福島県矢吹町,
123293,千葉県栄町,
402168,福岡県小郡市,
202118,長野県中野市,
473022,沖縄県大宜味村,2023/2/20
403458,福岡県新宮町,
462144,鹿児島県垂水市,
16314,北海道音更町,2022/3/28
12106,北海道岩見沢市,
132021,東京都立川市,
15636,北海道雄武町,
293857,奈良県曽爾村,
215210,岐阜県御嵩町,
82163,茨城県笠間市,2019/10/11
194247,山梨県忍野村,
12084,北海道北見市,
405442,福岡県広川町,
75477,福島県浪江町,
325287,島根県隠岐の島町,
464821,鹿児島県東串良町,
473588,沖縄県北大東村,
123471,千葉県多古町,
15172,北海道礼文町,
42137,宮城県栗原市,
12181,北海道赤平市,
16624,北海道厚岸町,
202177,長野県佐久市,
